labnames,clusters
leu_AQF52_RS04915_AMP_binding_NZ_CP013129__1121529_1122720_____,10
abu|ival_AFM16_RS31040_AMP_binding_NZ_CM007717__6865003_6866248_____,10
abu|ival_COCOR_RS12840_AMP_binding_NC_017030__3124127_3125375_____,10
leu_AXY43_RS06120_AMP_binding_NZ_CP014331__1378336_1379581_____,10
leu_CLBIJ_RS19085_AMP_binding_NZ_CP016090__4246463_4247705_____,10
leu_CEQ30_RS14265_AMP_binding_NZ_CP022088.2_3223091_3224378_____,10
abu|ival_VN24_RS19025_AMP_binding_NZ_CP011058__4208446_4209748_____,10
UNKNOWN_B1T43_RS26600_AMP_binding_NZ_CP019883__5935815_5937033______MK__,10
orn_RUMAL_RS04510_AMP_binding_NC_014833__1001624_1002884_____,10
ala_AKO65_RS02230_AMP_binding_NZ_CP012329__442275_443595_____,10
orn_KALB_RS30230_AMP_binding_NZ_CP007155__6882729_6884046_____,10
rare_aa_b0054_aKic_ABD14711.1_A1_BGC0000320_cereulide_aKic_,10
orn_BRLA_RS04695_AMP_binding_NZ_CP007806__988028_989357_____,10
leu_SBI_RS00625_AMP_binding_NC_016582__138651_139959_____,10
leu_A1D11_RS10895_AMP_binding_NZ_CP014840__2223742_2224999_____,10
rare_aa_b0057_aKiv_ABD14712.1_A1_BGC0000320_cereulide_aKiv_,10
ala_AVA_RS08155_AMP_binding_NC_007413__1988212_1989502_____,10
rare_aa_a0705_Ac-Phe_CAD29795.1_A1_BGC0001015_microcystin_Ac-Phe_,10
ala_A19Y_RS09845_AMP_binding_NZ_CM002803__2240832_2242119_____,10
rare_aa_a0711_Hcn_AAO62585.1_A1_BGC0001016_microcystin_Hcn_,10
rare_aa_a0709_Pac_BAB12213.1_A1_BGC0001017_microcystin_Pac_,10
ala_AA650_RS10295_AMP_binding_NZ_CP011456__2384188_2385448_____,10
ala_CSPA_RS01900_AMP_binding_NC_020291__449253_450504_____,10
ala_TMO_RS26840_AMP_binding_NC_017958__707994_710289_____,10
orn_PLE7327_RS14880_AMP_binding_NC_019689__3327020_3328256_____,10
rare_aa_b0307_aKic_ABM21572.1_A2_BGC0000975_cryptophyicin_aKic_,10
leu_LILAB_RS00680_AMP_binding_NC_015711__171354_172572_____,10
orn_AW22_RS14980_AMP_binding_NZ_CP009300__2645049_2646360_____,10
val_BC342_RS19130_AMP_binding_NZ_CP016795__4388156_4389470_____,10
leu_AKO65_RS02235_AMP_binding_NZ_CP012329__452719_454051_____,10
abu|ival_CNX65_RS17025_AMP_binding_NZ_CP023445__3979200_3980520_____,10
abu|ival_BJP36_RS08305_AMP_binding_NZ_CP017708__2204408_2205704_____,10
abu|ival_CDC41_RS08760_AMP_binding_NZ_AP018255__2079717_2080977_____,10
leu_AQ610_RS28745_AMP_binding_NZ_CP013382__2268216_2269425_____,10
leu_CGZ69_RS27185_AMP_binding_NZ_CP022438__5883241_5884471_____,10
orn_KY5_RS02555_AMP_binding_NZ_CP022685__605660_606908_____,10
orn_CFN79_RS13900_AMP_binding_NZ_CP022344__2963530_2964748_____,10
ala_GA0070610_RS26320_AMP_binding_NZ_LT607733__6139853_6141083_____,10
asn_hmeg3_RS11690_AMP_binding_NZ_CP022736__2607820_2609059_____,10
leu_AAW51_RS21205_AMP_binding_NZ_CP011371__5044024_5045269_____,10
val_CDC39_RS15820_AMP_binding_NZ_AP018268__3441034_3442354_____,10
tyr_A19Y_RS07090_AMP_binding_NZ_CM002803__1576862_1578182_____,10
tyr_GKIL_RS08840_AMP_binding_NC_022600__1892107_1893412_____,10
ala_XAUT_RS25950_AMP_binding_NC_009720__1158328_1159636_____,10
ala_STAUR_RS00120_AMP_binding_NC_014623__33904_35227_____,10
tyr_BSQ33_RS19115_AMP_binding_NZ_CP018836__805373_806690_____,10
leu_CMC5_RS00075_AMP_binding_NZ_CP012159__28125_29448_____,10
leu_BN159_RS29110_AMP_binding_NC_020504__6578158_6579415_____,10
leu_O3I_RS15230_AMP_binding_NC_018681__3367952_3369176_____,10
abu|ival_GA0070618_RS20745_AMP_binding_NZ_LT607413__4610180_4611473_____,10
ala_GA0070618_RS28010_AMP_binding_NZ_LT607413__6536010_6537327_____,10
thr_AWO_RS11840_AMP_binding_NC_016894__2693475_2694717_____,10
val_BKN51_RS09845_AMP_binding_NZ_CP017780__2372819_2374073_____,10
abu|ival_KFLA_RS31470_AMP_binding_NC_013729__6786076_6787357_____,10
ala_CS059_RS07360_AMP_binding_NZ_CP024597__1640699_1641956_____,10
ala_BCERE0021_RS05990_AMP_binding_NZ_CM000732__1148025_1149330_____,10
ala_LS41612_RS16945_AMP_binding_NZ_CP019980__3416597_3417878_____,10
leu_BPMYX0001_RS21680_AMP_binding_NZ_CM000745__4245061_4246363_____,10
UNKNOWN_CYFUS_RS17100_AMP_binding_NZ_CP022098__4155309_4156545_____,11
UNKNOWN_SDEN_RS19435_AMP_binding_NC_007954__4499744_4500890_____,11
pro_BV401_RS10450_AMP_binding_NZ_CP019458__2681728_2683123_____,11
UNKNOWN_MFUL124B02_RS21375_AMP_binding_NZ_CP006003__5389474_5390707_____,11
UNKNOWN_CLOCEL_RS15645_AMP_binding_NC_014393__3836242_3837475_____,11
UNKNOWN_BGLU_RS11670_AMP_binding_NC_012724.2_2532357_2533539_____,11
ala_BFF78_RS15695_AMP_binding_NZ_CP017248__3825956_3827102_____,11
UNKNOWN_Q7S_RS09630_AMP_binding_NC_017047__2101592_2102702_____,11
UNKNOWN_SMRU11_RS02165_AMP_binding_NZ_CP021216__134382_135540_____,11
UNKNOWN_CIK06_RS17665_AMP_binding_NZ_CP022961__4064626_4065772_____,11
UNKNOWN_B7P44_RS33550_AMP_binding_NZ_CP020739__280471_281662_____,11
leu_A7J05_RS36745_AMP_binding_NZ_CP015588__8415786_8416962_____,11
UNKNOWN_CLI_RS12930_AMP_binding_NC_009699__2775675_2776500______NPD12___,11
val_DESYODRAFT_RS09010_AMP_binding_NZ_CM001441__1923089_1924280_____,11
UNKNOWN_OWEHO_RS01125_AMP_binding_NC_016599__245704_246847_____,11
dab_TOL2_RS20495_AMP_binding_NC_018645__4514525_4515647_____,11
UNKNOWN_CWS35_RS16285_AMP_binding_NZ_CP025113__3502774_3503998_____,12
UNKNOWN_SOCE26_RS31575_AMP_binding_NZ_CP012673__8714552_8715389_____,13
orn_gll1950_AMP_binding_NC_005125__2076623_2077838_____,14
UNKNOWN_JBW_RS00205_AMP_binding_NZ_CP010978__48472_49663_____,15
UNKNOWN_CLOCL_RS09060_AMP_binding_NC_016627__2139047_2140232_____,16
UNKNOWN_PLABR_RS15865_AMP_binding_NC_015174__3847567_3848767_____,16
UNKNOWN_XAUT_RS05060_AMP_binding_NC_009720__1127627_1128779_____,16
UNKNOWN_AVA_RS20210_AMP_binding_NC_007413__4957368_4958571_____,16
UNKNOWN_NPUN_RS10400_AMP_binding_NC_010628__2509625_2510825_____,16
ala_CLBIJ_RS10400_AMP_binding_NZ_CP016090__2336268_2337513_____,17
tyr_M446_RS00845_AMP_binding_NC_010511__201797_203045_____,18
ala_CEQ75_RS06770_AMP_binding_NZ_CP022121__1365866_1367171_____,18
ala_A3Q40_RS19025_AMP_binding_NZ_CP015219__4142301_4143582_____,18
UNKNOWN_BC427_RS02325_AMP_binding_NZ_CP016612__474936_476235_____,18
UNKNOWN_AXF15_RS01815_AMP_binding_NZ_CP014230__402428_403730_____,18
ala_PNC201_RS09290_AMP_binding_NZ_CP022522__2212454_2213756_____,18
phe_A1R12_RS09200_AMP_binding_NZ_CP014783__1944389_1945694_____,18
pro_CLO1100_RS18215_AMP_binding_NC_016791__4242721_4244020_____,18
ala_K529_RS05035_AMP_binding_NZ_CP015230__1044004_1045312_____,19
trp_A3218_RS29555_AMP_binding_NZ_CP014867__6712421_6713735_____,19
UNKNOWN_A8H32_RS29435_AMP_binding_NZ_CP020392__3203341_3204691_____,19
UNKNOWN_AN935_RS05350_AMP_binding_NZ_CP013984__1085364_1086612_____,20
UNKNOWN_SHL15_RS42835_AMP_binding_NZ_CP013220__1237532_1238726_____,21
UNKNOWN_AVL59_RS15375_AMP_binding_NZ_CP016279__3592110_3593313_____,21
UNKNOWN_AJAP_RS12260_AMP_binding_NZ_CP008953__2523586_2524810_____,21
UNKNOWN_CIK06_RS18285_AMP_binding_NZ_CP022961__4251979_4253173_____,21
UNKNOWN_M878_RS69850_AMP_binding_NZ_CM002285__4683915_4685130_____,21
UNKNOWN_AFL94_RS14790_AMP_binding_NZ_CP012171__3206117_3207344_____,21
UNKNOWN_CKW28_RS22995_AMP_binding_NZ_LT906483__4844302_4845055_____,21
UNKNOWN_SVTN_RS28840_AMP_binding_NZ_CP010407__6420272_6421460_____,21
UNKNOWN_B5D60_RS06625_AMP_binding_NZ_LT796768__1344884_1346162_____,22
UNKNOWN_A0W34_RS02045_AMP_binding_NZ_CP014941__424158_425445_____,22
UNKNOWN_ABH11_RS09285_AMP_binding_NZ_CP012685__1938956_1940207_____,22
UNKNOWN_C5L38_RS31020_AMP_binding_NZ_CP027022__6881240_6882428_____,22
lys_AL755_RS07615_AMP_binding_NZ_CP012479__824696_825884_____,22
UNKNOWN_BTO20_RS28400_AMP_binding_NZ_CP020809__5843413_5844607_____,22
UNKNOWN_CKW36_RS03480_AMP_binding_NZ_LT906461__722756_724070_____,23
UNKNOWN_WJ32_RS08095_AMP_binding_NZ_CP013414__1790900_1792220_____,23
UNKNOWN_D770_RS04400_AMP_binding_NZ_CP004371__1100756_1102064_____,23
UNKNOWN_ATN79_RS34260_AMP_binding_NZ_CP013349__1041798_1043100_____,23
UNKNOWN_BKK81_RS33775_AMP_binding_NZ_CP017753__218572_219886_____,23
UNKNOWN_A8140_RS04715_AMP_binding_NZ_CP015863__964873_966181______CU05__,23
val_A3218_RS20415_AMP_binding_NZ_CP014867__4596999_4598331_____,23
val_CN03_RS10150_AMP_binding_NZ_CP017810__2191599_2192904_____,23
UNKNOWN_AZF00_RS07610_AMP_binding_NZ_CP014544__1727713_1729012_____,23
ala_ABD05_RS31070_AMP_binding_NZ_CP011505__189990_191268_____,23
UNKNOWN_AAW51_RS00980_AMP_binding_NZ_CP011371__223722_225039_____,23
UNKNOWN_MEBOL_RS40660_AMP_binding_NZ_CP022163__9863568_9864825_____,23
UNKNOWN_B1812_RS03790_AMP_binding_NZ_CP019948__834068_835379_____,23
UNKNOWN_BLP47_RS05300_AMP_binding_NZ_LT627734__1032528_1033851_____,23
UNKNOWN_AYX06_RS07155_AMP_binding_NZ_CP014480__1555173_1556475_____,23
UNKNOWN_NI26_RS04520_AMP_binding_NZ_CP009755__971932_973243_____,23
UNKNOWN_HMPREF0733_RS02925_AMP_binding_NC_014643__671024_672326_____,23
thr_BLT51_RS07925_AMP_binding_NZ_LT629804__1762387_1763707_____,23
UNKNOWN_A6122_RS10400_AMP_binding_NZ_CP015515__2299911_2301228_____,23
val_B8281_RS05775_AMP_binding_NZ_CP020857__1305967_1307344_____,23
UNKNOWN_HMPREF0291_RS04705_AMP_binding_NZ_CM000961__1008101_1009409_____,23
UNKNOWN_A606_RS00990_AMP_binding_NC_021663__237371_238718_____,23
ala_HX89_RS02755_AMP_binding_NZ_CP008889__603862_605170_____,23
UNKNOWN_CVN68_RS16275_AMP_binding_NZ_CP024923__3564376_3565681_____,24
UNKNOWN_W911_RS11190_AMP_binding_NC_022997__2398790_2400101_____,24
ala_AN935_RS14265_AMP_binding_NZ_CP013984__2795775_2797077_____,24
UNKNOWN_A6F65_RS06900_AMP_binding_NZ_CP016545__1426040_1427342_____,24
ala_Y958_RS02705_AMP_binding_NZ_CP022110__569964_571278_____,24
UNKNOWN_AXYL_RS12845_AMP_binding_NC_014640__2743805_2744996_____,25
pro_AL504_RS03125_AMP_binding_NZ_CP014060.2_695079_696309_____,26
dab_AD017_RS28610_AMP_binding_NZ_CP012185__81258_81951_____,26
ala_A6E92_RS04335_AMP_binding_NZ_CP015362__1086989_1088246_____,26
UNKNOWN_SLINC_RS34125_AMP_binding_NZ_CP016438__7711702_7712932_____,26
ala_CIK06_RS17800_AMP_binding_NZ_CP022961__4097877_4098573_____,26
UNKNOWN_Kalk_RS07945_AMP_binding_NZ_CP022684__1843953_1845186_____,26
UNKNOWN_CU254_RS12870_AMP_binding_NZ_CP024894__2709835_2711059_____,27
abu|ival_B5526_RS17905_AMP_binding_NZ_LT670844__3846393_3847611_____,27
arg_FRAEUI1C_RS20995_AMP_binding_NC_014666__5129237_5130410_____,27
tyr_BAB75_RS20640_AMP_binding_NZ_CP016189__4155028_4156255_____,27
UNKNOWN_AMO33_RS03770_AMP_binding_NZ_LN868938__759199_760414_____,27
UNKNOWN_BB28_RS11140_AMP_binding_NZ_CP007220__2271939_2273154_____,27
arg_AMES_RS19870_AMP_binding_NC_018266__4305724_4306924_____,27
UNKNOWN_BOO69_RS02385_AMP_binding_NZ_CP018076__466099_467317_____,27
UNKNOWN_SHEW_RS13830_AMP_binding_NC_009092__3163709_3164945_____,27
UNKNOWN_MPPM_RS25080_AMP_binding_NZ_AP014809__5388207_5389491_____,27
UNKNOWN_CEQ30_RS11035_AMP_binding_NZ_CP022088.2_2504117_2505395_____,27
UNKNOWN_A3218_RS21605_AMP_binding_NZ_CP014867__4831896_4833183_____,27
UNKNOWN_C5B73_RS14010_AMP_binding_NZ_CP026746__2988875_2990111_____,27
pro_BAY61_RS21600_AMP_binding_NZ_CP016353__4608169_4609363_____,27
UNKNOWN_CKJ54_RS13415_AMP_binding_NZ_CP023147__2880903_2882178_____,27
UNKNOWN_DB32_RS22775_AMP_binding_NZ_CP011125__5366799_5368164_____,27
UNKNOWN_B591_RS27400_AMP_binding_NZ_CM002271__6278207_6279395______B59__,27
UNKNOWN_CRH09_RS08830_AMP_binding_NZ_CP023778__1984788_1986015_____,27
UNKNOWN_CNE_RS31960_AMP_binding_NC_015727__396484_397726_____,27
UNKNOWN_A9R05_RS26025_AMP_binding_NZ_CP016001__309641_310808_____,27
UNKNOWN_BAY61_RS13320_AMP_binding_NZ_CP016353__2857639_2858809_____,28
UNKNOWN_BTO20_RS02290_AMP_binding_NZ_CP020809__505044_506181_____,29
UNKNOWN_DESMER_RS21210_AMP_binding_NC_018515__4619961_4621167_____,29
UNKNOWN_A8H32_RS00505_AMP_binding_NZ_CP020391__102703_103930______AQ47__,30
UNKNOWN_GA0070614_RS29875_AMP_binding_NZ_LT607753__6729844_6731038_____,30
UNKNOWN_NITMOv2_RS00210_AMP_binding_NZ_CP011801__47040_48312_____,31
phe_BGLU_RS09515_AMP_binding_NC_012724.2_2086038_2087244_____,31
phe_LFA_RS14980_AMP_binding_NZ_LN614827__3594061_3595261_____,31
pro_CYFUS_RS07840_AMP_binding_NZ_CP022098__1880489_1881473_____,31
UNKNOWN_SHJG_RS03135_AMP_binding_NC_017765__731384_732593_____,31
UNKNOWN_A6744_RS16310_AMP_binding_NZ_LT546645__3560175_3561333______BT__,32
UNKNOWN_AM218_RS08900_AMP_binding_NZ_CP012623__2088383_2089655_____,33
UNKNOWN_AB870_RS05095_AMP_binding_NZ_CP011807.3_1129362_1130604_____,34
UNKNOWN_GA0070610_RS28875_AMP_binding_NZ_LT607733__6681428_6682640_____,35
ala_AZF00_RS16165_AMP_binding_NZ_CP014544__3647867_3649085_____,35
ala_NT26_RS02765_AMP_binding_NZ_FO082820__589338_590553_____,35
UNKNOWN_CRH09_RS05140_AMP_binding_NZ_CP023778__1114092_1115331_____,35
dab_CA740_RS23295_AMP_binding_NZ_AP018203__4878567_4879767_____,35
tyr_CA733_RS07930_AMP_binding_NZ_AP018172__1883883_1885092_____,35
UNKNOWN_VAR608DRAFT_RS16410_AMP_binding_NZ_LT607803__3487575_3488772____,35
dab_MSIL_RS00555_AMP_binding_NC_011666__97573_98782_____,35
dab_BSY238_RS10855_AMP_binding_NZ_CP016448__2350450_2351635_____,35
tyr_CA739_RS00840_AMP_binding_NZ_AP018194__203890_205099_____,35
dab_NPM_RS26800_AMP_binding_NZ_CP026681__6232954_6234163_____,35
orn_A8A89_RS37920_AMP_binding_NZ_LN907826__8171978_8173187_____,35
cys_ROSELON_RS09990_AMP_binding_NZ_CP004372__2041673_2042864_____,35
dab_B5526_RS17835_AMP_binding_NZ_LT670844__3832207_3833422_____,35
pro_TERY_RS25685_AMP_binding_NC_008312__5879145_5880423_____,35
UNKNOWN_CFP65_RS10285_AMP_binding_NZ_CP025394__2382118_2383294_____,35
UNKNOWN_L083_RS14615_AMP_binding_NC_021191__3588658_3589846_____,36
UNKNOWN_BLW81_RS06125_AMP_binding_NZ_LT629971__1273387_1274605_____,36
arg_VC42_RS15760_AMP_binding_NZ_CP010996__3397678_3398905_____,36
tyr_SBI_RS15510_AMP_binding_NC_016582__4143346_4144588_____,37
UNKNOWN_KALB_RS28450_AMP_binding_NZ_CP007155__6426120_6427305_____,37
UNKNOWN_AORI_RS68200_AMP_binding_NC_021252__6118530_6119664_____,37
pro_CRH09_RS15845_AMP_binding_NZ_CP023778__3570676_3571885_____,38
thr_BBK82_RS27940_AMP_binding_NZ_CP016793__5689575_5690451_____,38
leu_BBK82_RS16715_AMP_binding_NZ_CP016793__3339464_3340685_____,38
UNKNOWN_B5557_RS24970_AMP_binding_NZ_LT670819__5517388_5518297_____,38
ala_CA739_RS35655_AMP_binding_NZ_AP018194__8539544_8540759_____,38
UNKNOWN_SMD11_RS20425_AMP_binding_NZ_CP021744__4727302_4728517_____,38
UNKNOWN_A3L23_RS13730_AMP_binding_NZ_CP015235__2868582_2869821_____,38
UNKNOWN_MSTE_RS20830_AMP_binding_NZ_AP018165__4163318_4164557_____,38
orn_B586_RS19150_AMP_binding_NZ_CP011883.2_4113162_4114470_____,39
leu_HNE_RS09070_AMP_binding_NC_008358__1893062_1894364_____,39
UNKNOWN_BFN03_RS02035_AMP_binding_NZ_CP017014__482868_484113_____,39
UNKNOWN_AD017_RS28095_AMP_binding_NZ_CP012184__6115441_6116713_____,39
orn_CGZ69_RS14990_AMP_binding_NZ_CP022438__3272193_3273453_____,39
ala_P40_RS12150_AMP_binding_NZ_CP012331__2603834_2605082_____,39
UNKNOWN_CYFUS_RS24595_AMP_binding_NZ_CP022098__6052740_6053970_____,40
UNKNOWN_ROP_RS09970_AMP_binding_NC_012522__2134417_2135725_____,40
UNKNOWN_AD017_RS23845_AMP_binding_NZ_CP012184__5083577_5084777_____,40
UNKNOWN_BCM27_RS13195_AMP_binding_NZ_CP016594__2935276_2936503_____,40
UNKNOWN_ABE83_RS07245_AMP_binding_NZ_CP011522__1909150_1910377_____,40
UNKNOWN_BTZ20_RS06665_AMP_binding_NZ_CP019572__1445778_1447005_____,40
val_AFM16_RS31055_AMP_binding_NZ_CM007717__6873968_6875168_____,41
UNKNOWN_FRANCCI3_RS10295_AMP_binding_NC_007777__2407632_2408817_____,41
UNKNOWN_AOZ06_RS16980_AMP_binding_NZ_CP012752__3667209_3668418_____,41
leu_C5B73_RS25930_AMP_binding_NZ_CP026746__5551077_5552307_____,41
leu_VARPA_RS11300_AMP_binding_NC_014931__2448131_2449373_____,41
UNKNOWN_NONO_RS19005_AMP_binding_NZ_CP006850__4243697_4244921_____,41
UNKNOWN_B7C62_RS34930_AMP_binding_NZ_CP020563__8491_8641_____,41
UNKNOWN_CBUG_RS11295_AMP_binding_NC_011527__1772428_1772785_____,41
pro_BC342_RS37135_AMP_binding_NZ_CP016795__6096196_6096568_____,41
UNKNOWN_SMD44_RS38885_AMP_binding_NZ_CP021748__8863807_8864290_____,41
UNKNOWN_TMO_RS22590_AMP_binding_NC_017966__427096_428332_____,41
UNKNOWN_AOT96_RS32170_AMP_binding_NZ_CP015203__380492_381734_____,41
leu_BG07_RS09715_AMP_binding_NZ_CP009651__1524339_1525575_____,41
leu_BG07_RS18050_AMP_binding_NZ_CP009651__3143025_3144261_____,41
UNKNOWN_AFB00_RS04925_AMP_binding_NZ_CP013854__1019030_1020248_____,41
UNKNOWN_BRLA_RS12790_AMP_binding_NZ_CP007806__2959534_2960767_____,41
UNKNOWN_DARO_RS12120_AMP_binding_NC_007298__2534410_2535625_____,41
UNKNOWN_A6E92_RS31585_AMP_binding_NZ_CP015362__7383769_7384963_____,41
UNKNOWN_CGQ36_RS15615_AMP_binding_NZ_CP022434__3714794_3716003_____,41
leu_B5525_RS23295_AMP_binding_NZ_LT670818__5041020_5042226_____,41
leu_DOLE_RS08585_AMP_binding_NC_009943__1988028_1989456_____,41
UNKNOWN_KR76_RS06560_AMP_binding_NZ_CP009896__1306032_1307277_____,42
leu_MYCSM_RS16835_AMP_binding_NC_019966__3431196_3432336_____,42
UNKNOWN_Kalk_RS07990_AMP_binding_NZ_CP022684__1853541_1854813_____,42
UNKNOWN_AFA_RS00125_AMP_binding_NZ_CP021641__29965_31183_____,42
UNKNOWN_MYCRHN_RS24305_AMP_binding_NC_016604__5059017_5060232_____,42
leu_CA732_RS04360_AMP_binding_NZ_AP018180__1054726_1055965_____,42
trp_STAUR_RS08290_AMP_binding_NC_014623__2069414_2070653_____,42
UNKNOWN_Kalk_RS07905_AMP_binding_NZ_CP022684__1833150_1834395_____,42
UNKNOWN_AX769_RS18935_AMP_binding_NZ_CP014513__3968412_3969645_____,42
leu_XM1_RS11535_AMP_binding_NZ_LN997848__2457698_2458907_____,42
asp_FRAEUI1C_RS26465_AMP_binding_NC_014666__6543399_6544638_____,43
UNKNOWN_BOX37_RS10975_AMP_binding_NZ_CP018082__2415480_2416320_____,44
tyr_C5B73_RS28410_AMP_binding_NZ_CP026746__6090200_6091061_____,44
pro_MRAD2831_RS55375_AMP_binding_NC_010505__5031311_5032529_____,44
tyr_C6569_RS18350_AMP_binding_NZ_CP027668__3833181_3834420_____,44
leu_AD017_RS28540_AMP_binding_NZ_CP012185__65239_66469_____,44
UNKNOWN_AMES_RS16490_AMP_binding_NC_018266__3533394_3534597_____,45
UNKNOWN_BLU82_RS17640_AMP_binding_NZ_LT629771__3918408_3919620_____,45
UNKNOWN_AORI_RS67940_AMP_binding_NC_021252__6007290_6008475_____,45
orn_BBK82_RS33465_AMP_binding_NZ_CP016793__6907105_6908242_____,45
orn_BN2145_RS33880_AMP_binding_NZ_LN831790__7576880_7578074_____,45
val_C5B73_RS11585_AMP_binding_NZ_CP026746__2357417_2358632_____,45
UNKNOWN_BOX37_RS13640_AMP_binding_NZ_CP018082__3042868_3044062_____,45
UNKNOWN_CNX65_RS23005_AMP_binding_NZ_CP023445__5426188_5427340_____,45
UNKNOWN_D770_RS18310_AMP_binding_NZ_CP004371__4359070_4360264_____,45
UNKNOWN_A176_RS32865_AMP_binding_NZ_CP012109__8336539_8337745_____,45
UNKNOWN_TCCBUS3UF1_RS06715_AMP_binding_NC_017278__1355316_1356246_____,45
orn_BRLA_RS12905_AMP_binding_NZ_CP007806__3030046_3031303_____,45
UNKNOWN_C1X05_RS03320_AMP_binding_NZ_CP025943__617597_618797_____,46
UNKNOWN_B1T43_RS02200_AMP_binding_NZ_CP019883__534831_536061_____,46
UNKNOWN_A3L20_RS17930_AMP_binding_NZ_CP014847__3546339_3547542______SD__,46
pro_AN935_RS02155_AMP_binding_NZ_CP013984__421454_422666_____,46
UNKNOWN_FRAEUI1C_RS16810_AMP_binding_NC_014666__4165430_4166624_____,47
UNKNOWN_XF36_RS02755_AMP_binding_NZ_CP011868__583200_584400_____,47
UNKNOWN_RHA1_RS02005_AMP_binding_NC_008268__477502_478699_____,47
UNKNOWN_BCM27_RS19215_AMP_binding_NZ_CP016594__4276064_4277261_____,47
UNKNOWN_BV401_RS08010_AMP_binding_NZ_CP019458__2067974_2069234_____,48
leu_MODMU_RS01840_AMP_binding_NC_017955__380087_381275_____,48
leu_AZL_RS29425_AMP_binding_NC_013858__466792_468010_____,48
leu_MYCSM_RS28240_AMP_binding_NC_019966__5805435_5806650_____,48
leu_BAY61_RS22640_AMP_binding_NZ_CP016353__4929384_4930668_____,49
ala_MYCRHN_RS29670_AMP_binding_NC_016604__6151473_6152670_____,49
pro_MYCRHN_RS29675_AMP_binding_NC_016604__6152977_6154174_____,49
UNKNOWN_FRAEUI1C_RS23635_AMP_binding_NC_014666__5834029_5835286_____,50
val_STROP_RS13385_AMP_binding_NC_009380__2997103_2998318_____,50
val_Kalk_RS07825_AMP_binding_NZ_CP022684__1816673_1817924_____,50
val_MYCRHN_RS11075_AMP_binding_NC_016604__2292250_2293480_____,50
tyr_SACE_RS20015_AMP_binding_NC_009142__4548678_4549908_____,51
cys_A4E84_RS04385_AMP_binding_NZ_CP015098__1059971_1061213_____,51
UNKNOWN_AJAP_RS12105_AMP_binding_NZ_CP008953__2473170_2473995_____,51
tyr_BBK82_RS31390_AMP_binding_NZ_CP016793__6426696_6427938_____,51
val_SMD44_RS32040_AMP_binding_NZ_CP021748__7190286_7191258_____,51
tyr_BFF78_RS27290_AMP_binding_NZ_CP017248__6375096_6376320_____,51
UNKNOWN_NELON_RS02295_AMP_binding_NZ_CP007726__466287_467412_____,52
UNKNOWN_NONO_RS23460_AMP_binding_NZ_CP006850__5165409_5166627_____,52
UNKNOWN_BLT28_RS33815_AMP_binding_NZ_LT629701__7358524_7359718_____,52
UNKNOWN_C5B73_RS23915_AMP_binding_NZ_CP026746__5126104_5127298_____,52
UNKNOWN_AMES_RS15645_AMP_binding_NC_018266__3314835_3316032_____,52
UNKNOWN_B1T43_RS02240_AMP_binding_NZ_CP019883__545784_546987______MKAN__,52
UNKNOWN_MKAN_RS03620_AMP_binding_NC_022663__860997_862161______B1T43_R__,52
UNKNOWN_B5D60_RS09905_AMP_binding_NZ_LT796768__2065079_2066276_____,52
UNKNOWN_BBK82_RS05500_AMP_binding_NZ_CP016793__1069022_1070135_____,52
UNKNOWN_GPOL_RS21645_AMP_binding_NC_016906__4897175_4898345_____,52
UNKNOWN_AOZ06_RS10635_AMP_binding_NZ_CP012752__2318664_2319864_____,52
UNKNOWN_BOX37_RS23395_AMP_binding_NZ_CP018082__5148924_5150076_____,52
UNKNOWN_VV02_RS24115_AMP_binding_NZ_CP011112__5059752_5060949_____,52
UNKNOWN_BBK82_RS27035_AMP_binding_NZ_CP016793__5495361_5496561_____,52
UNKNOWN_CEQ30_RS37460_AMP_binding_NZ_CP022088.2_8285376_8286585_____,52
UNKNOWN_CEQ30_RS38365_AMP_binding_NZ_CP022088.2_8466240_8467443_____,52
UNKNOWN_C6V83_RS16135_AMP_binding_NZ_CP027433__3581765_3582968_____,52
UNKNOWN_CRH09_RS31660_AMP_binding_NZ_CP023778__7149386_7150592_____,52
UNKNOWN_NONO_RS17630_AMP_binding_NZ_CP006850__3929633_3930824_____,52
UNKNOWN_AN480_RS25650_AMP_binding_NZ_CP012885.2_5455752_5456964______CK__,52
UNKNOWN_NONO_RS04015_AMP_binding_NZ_CP006850__874101_875292_____,52
UNKNOWN_BI88_RS00845_AMP_binding_NZ_CP007156__207993_209205_____,52
UNKNOWN_UL81_RS01075_AMP_binding_NZ_CP011311__212611_213811_____,52
UNKNOWN_ABAZ39_RS33775_AMP_binding_NZ_CP007795__658439_659567_____,52
UNKNOWN_LK07_RS18530_AMP_binding_NZ_CP022433__4119626_4120790_____,52
UNKNOWN_O3I_RS10755_AMP_binding_NC_018681__2407328_2408420_____,52
UNKNOWN_A8713_RS31375_AMP_binding_NZ_CP015849__7379394_7380534_____,52
UNKNOWN_CNX65_RS20185_AMP_binding_NZ_CP023445__4739811_4740999_____,52
UNKNOWN_SNAS_RS02670_AMP_binding_NC_013947__567882_569055_____,52
ala_FRANCCI3_RS09095_AMP_binding_NC_007777__2141292_2142552_____,52
UNKNOWN_MYSTI_RS23895_AMP_binding_NC_020126__6184712_6185984_____,52
UNKNOWN_B1H20_RS00635_AMP_binding_NZ_CP020570__131890_133198_____,52
