label,taxonomic_class,color
C4N19_RS11830_AMP_binding_NZ_CP028102__2377701_2378895_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C4N15_RS08370_AMP_binding_NZ_CP028107__1683117_1684323_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT688_RS06720_AMP_binding_NZ_LN831027__1374243_1375446_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B5444_RS01280_AMP_binding_NZ_LT670846__238970_240164_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
THERU_RS01875_AMP_binding_NZ_CP007028__344321_345551_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HYDHO_RS03895_AMP_binding_NC_020411__710845_712078_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SYO3AOP1_RS00745_AMP_binding_NC_010730__161301_162498_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ILYOP_RS11035_AMP_binding_NC_014633__236868_238068_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ILYOP_RS11040_AMP_binding_NC_014633__239567_240761_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C4N17_RS03355_AMP_binding_NZ_CP028108__672348_673542_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C4N20_RS00855_AMP_binding_NZ_CP028105__176095_177292_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABH19_RS08580_AMP_binding_NZ_CP012147__1692735_1694046_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LFE_RS08530_AMP_binding_NC_017094__1668022_1669282_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
L21SP5_RS17455_AMP_binding_NZ_CP013118__4324647_4325883_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDL62_RS14305_AMP_binding_NZ_CP021904__3771814_3773011_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
IALB_RS13370_AMP_binding_NC_017464__3085238_3086462_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DB32_RS17020_AMP_binding_NZ_CP011125__3995255_3996533_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NITINOP_RS03340_AMP_binding_NZ_LN885086__710248_711556_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ECTOBSL9_RS15585_AMP_binding_NZ_CP011994__3408654_3409935_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DAAHT2_RS10865_AMP_binding_NC_014216__2486817_2488131_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RGUI_RS08155_AMP_binding_NZ_CP015039__1666109_1667345_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DESAC_RS14035_AMP_binding_NC_015388__3101160_3102528_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NOS7524_RS06570_AMP_binding_NC_019684__1662297_1663605_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BPR_RS01335_AMP_binding_NC_014387__317398_318673_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBUG_RS10855_AMP_binding_NC_011527__93047_94325_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AAW31_RS19335_AMP_binding_NZ_CP011451__86429_86756_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DESAF_RS06660_AMP_binding_NC_016629__1485490_1486831_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DGI_RS11390_AMP_binding_NC_022444__2597923_2599246_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CMC5_RS01325_AMP_binding_NZ_CP012159__367506_368805_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A2CP1_RS06635_AMP_binding_NC_011891__1474454_1475783_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HOCH_RS15905_AMP_binding_NC_013440__4474328_4475774_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AA314_RS14870_AMP_binding_NZ_CP011509__3705762_3707067_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACID345_RS15310_AMP_binding_NC_008009__3515897_3517163_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACIX8_RS20355_AMP_binding_NC_016631__5263724_5264960_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AYM39_RS07330_AMP_binding_NZ_CP014360__1578467_1579700_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CFB04_RS00535_AMP_binding_NZ_LT896716__106070_107306_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GBEM_RS11100_AMP_binding_NC_011146__2578531_2579770_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACID345_RS14735_AMP_binding_NC_008009__3400518_3401841_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MCA_RS04930_AMP_binding_NC_002977.6_1056830_1058006_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B6V90_RS00065_AMP_binding_NZ_CP020554__16451_17741_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
R50912_RS12120_AMP_binding_NZ_CP009282__2897383_2898631_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOZ06_RS18075_AMP_binding_NZ_CP012752__3925049_3926345_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CM240_RS11135_AMP_binding_NZ_HG917868__2464850_2466152_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXIVA_RS10525_AMP_binding_NC_015737__2259926_2261234_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BMU11_RS00125_AMP_binding_NZ_CP017938__51845_53144_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1T43_RS07030_AMP_binding_NZ_CP019883__1616504_1617860______MK__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HALHY_RS18335_AMP_binding_NC_015510__4597657_4598992_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDC59_RS17245_AMP_binding_NZ_CP021767__318195_319533______RSUY__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABD05_RS31285_AMP_binding_NZ_CP011505__246849_248181_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SMD11_RS04635_AMP_binding_NZ_CP021744__1082717_1084079_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1T43_RS01650_AMP_binding_NZ_CP019883__403075_404422______MKAN__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MSPYR1_RS13420_AMP_binding_NC_014814__2823472_2824858______MFL__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A3O02_RS04585_AMP_binding_NZ_CP014957__922064_923402_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BTO20_RS18325_AMP_binding_NZ_CP020809__3802804_3804142_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJM03_RS02290_AMP_binding_NZ_CP017597__515275_516631_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FRAEUI1C_RS21720_AMP_binding_NC_014666__5353746_5355150_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
Chelonae_RS00995_AMP_binding_NZ_CP010071__210059_211421_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HMPREF0291_RS03630_AMP_binding_NZ_CM000961__763195_764554_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CATYP_RS09725_AMP_binding_NZ_CP008944__2189671_2191084_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H924_RS12185_AMP_binding_NC_020506__2623527_2624922_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
IY73_RS03885_AMP_binding_NZ_CP009312__865139_866525______AL705__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLS40_RS07090_AMP_binding_NZ_LT629700__1488698_1490030_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C3V38_RS07675_AMP_binding_NZ_CP027238__1639825_1641229_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BLU53_RS25370_AMP_binding_NZ_LT629789__5673775_5675059_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SBI_RS33615_AMP_binding_NC_016582__8186617_8187883_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GQ61_RS01140_AMP_binding_NZ_CP008743__248822_250136_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ABW99_RS11955_AMP_binding_NZ_CP011568.3_2579569_2580871_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H744_RS07395_AMP_binding_NZ_CP005973__1699637_1701014_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LFA_RS18715_AMP_binding_NZ_LN614827__401171_402581_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LHA_RS12120_AMP_binding_NZ_LN681225__2768468_2769860_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOLE_RS18835_AMP_binding_NC_014259__3998656_3999997_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0700_Ala_AAC44128.1_A1_not_in_mibig_saframycin_Ala_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMIS_RS15880_AMP_binding_NC_017093__3394141_3395524_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS07870_AMP_binding_NZ_CP017708__2094517_2095933_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RB386_AMP_binding_NC_005027__201042_202428_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0085_HOMM-Tyr_ADQ55476.1_A1_BGC0000350_ET-743__HOMM-Tyr_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMAD1_RS21265_AMP_binding_NC_019394__168921_170199______I876_R__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KQQ_RS02115_AMP_binding_NZ_CM001371__465296_466628_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CRI9333_RS01365_AMP_binding_NC_019753__336364_337732_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ARNIT_RS10960_AMP_binding_NC_014166__2177801_2179142_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT705_RS21010_AMP_binding_NZ_CP013612__377205_378573_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A0O21_RS09010_AMP_binding_NZ_CP014699__1947870_1949145_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AL705_RS04315_AMP_binding_NZ_CP012390__967061_968405_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NPD4_RS01865_AMP_binding_NZ_CP013238__386924_388268_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CLOCEL_RS15640_AMP_binding_NC_014393__3834572_3835886_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LVISKB_RS12355_AMP_binding_NC_020826__13677_14973_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BAM5036_RS16110_AMP_binding_NC_020410__3342334_3343642______BI__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BS101_RS09165_AMP_binding_NZ_CP018335__1871718_1873014_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYSTI_RS10110_AMP_binding_NC_020126__2511739_2513029_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CU254_RS05855_AMP_binding_NZ_CP024894__1194062_1195325_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AC233_RS05805_AMP_binding_NZ_CP012192__1326298_1327612_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B4U39_RS07075_AMP_binding_NZ_CP020039__1519377_1520685_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0074695_RS13485_AMP_binding_NZ_LT607411__2884073_2885390_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BVC93_RS00900_AMP_binding_NZ_CP019420__182651_183896_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KTR9_RS03375_AMP_binding_NC_018581__578473_579742_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C5B73_RS13015_AMP_binding_NZ_CP026746__2777320_2778631_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYCRHN_RS01325_AMP_binding_NC_016604__265430_266723_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MMARE11_RS15700_AMP_binding_NZ_HG917972.2_3869159_3870467_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GLE_RS08125_AMP_binding_NZ_CP013140__1979072_1980365_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BOX37_RS17220_AMP_binding_NZ_CP018082__3813528_3814833_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
APT_RS07055_AMP_binding_NZ_AP014881__1517613_1518867_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TMO_RS28965_AMP_binding_NC_017956__536625_537921_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A3N95_RS22385_AMP_binding_NZ_CP014950__4573720_4574947_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGLA_RS29335_AMP_binding_NC_015376__2489148_2490489_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
STROP_RS14135_AMP_binding_NC_009380__3220473_3221697_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
NONO_RS33285_AMP_binding_NZ_CP006850__7279981_7281259_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KALB_RS45835_AMP_binding_NZ_CP007155__6455090_6456371_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SROT_RS06690_AMP_binding_NC_014168__1316638_1317946_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AB431_RS29385_AMP_binding_NZ_CP011773__758362_759640_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJL86_RS04815_AMP_binding_NZ_CP015961__1044897_1046205_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS34000_AMP_binding_NZ_CP022685__7804273_7805476_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CEQ30_RS02060_AMP_binding_NZ_CP022088.2_424874_426140_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0074695_RS13600_AMP_binding_NZ_LT607411__2907805_2908978_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AJS_RS15250_AMP_binding_NC_008782__3243471_3244782_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
M877_RS40275_AMP_binding_NZ_CM002280__357302_358724_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CPH63_RS20885_AMP_binding_NZ_LT907982__4616492_4617776_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CPH63_RS20950_AMP_binding_NZ_LT907982__4657741_4659055_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PCAU_RS17130_AMP_binding_NZ_AP014623__3760782_3762054_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
YC6258_RS22610_AMP_binding_NZ_CP007142__5412293_5413577_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS23535_AMP_binding_NZ_CP017708__6268623_6269538_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS25420_AMP_binding_NC_017030__6408828_6410058_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AWU68_RS03675_AMP_binding_NZ_CP014635__795468_796842_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AXY43_RS06110_AMP_binding_NZ_CP014331__1374755_1375757_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A4V08_RS12020_AMP_binding_NZ_CP015399.2_2455043_2456237_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A6E92_RS01365_AMP_binding_NZ_CP015362__309873_311181_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SXIM_RS23255_AMP_binding_NZ_CP009922.2_5137106_5138408_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
H744_RS26225_AMP_binding_NZ_CP005973__1865579_1866827_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VTAP4600_RS18255_AMP_binding_NZ_LT960612__251571_252864_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HDN1F_RS05110_AMP_binding_NC_014366__1242606_1243875_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CYLST_RS29880_AMP_binding_NC_020050__36914_38237_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CJA_RS14455_AMP_binding_NC_010995__3556696_3557989_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS37300_AMP_binding_NZ_CP006003__9486076_9487330_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AZL_RS18550_AMP_binding_NC_013855__759795_761109_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BB28_RS16645_AMP_binding_NZ_CP007220__3383138_3384347_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AQF52_RS04915_AMP_binding_NZ_CP013129__1121529_1122720_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AFM16_RS31040_AMP_binding_NZ_CM007717__6865003_6866248_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS12840_AMP_binding_NC_017030__3124127_3125375_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AXY43_RS06120_AMP_binding_NZ_CP014331__1378336_1379581_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CLBIJ_RS19085_AMP_binding_NZ_CP016090__4246463_4247705_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CEQ30_RS14265_AMP_binding_NZ_CP022088.2_3223091_3224378_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VN24_RS19025_AMP_binding_NZ_CP011058__4208446_4209748_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1T43_RS26600_AMP_binding_NZ_CP019883__5935815_5937033______MK__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RUMAL_RS04510_AMP_binding_NC_014833__1001624_1002884_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AKO65_RS02230_AMP_binding_NZ_CP012329__442275_443595_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KALB_RS30230_AMP_binding_NZ_CP007155__6882729_6884046_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0054_aKic_ABD14711.1_A1_BGC0000320_cereulide_aKic_,Bacilli,#4DAF4A
BRLA_RS04695_AMP_binding_NZ_CP007806__988028_989357_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SBI_RS00625_AMP_binding_NC_016582__138651_139959_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A1D11_RS10895_AMP_binding_NZ_CP014840__2223742_2224999_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0057_aKiv_ABD14712.1_A1_BGC0000320_cereulide_aKiv_,Bacilli,#4DAF4A
AVA_RS08155_AMP_binding_NC_007413__1988212_1989502_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0705_Ac-Phe_CAD29795.1_A1_BGC0001015_microcystin_Ac-Phe_,Cyanobacteria,#1E90FF
A19Y_RS09845_AMP_binding_NZ_CM002803__2240832_2242119_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0711_Hcn_AAO62585.1_A1_BGC0001016_microcystin_Hcn_,Cyanobacteria,#1E90FF
a0709_Pac_BAB12213.1_A1_BGC0001017_microcystin_Pac_,Cyanobacteria,#1E90FF
AA650_RS10295_AMP_binding_NZ_CP011456__2384188_2385448_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CSPA_RS01900_AMP_binding_NC_020291__449253_450504_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TMO_RS26840_AMP_binding_NC_017958__707994_710289_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PLE7327_RS14880_AMP_binding_NC_019689__3327020_3328256_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0307_aKic_ABM21572.1_A2_BGC0000975_cryptophyicin_aKic_,Cyanobacteria,#1E90FF
LILAB_RS00680_AMP_binding_NC_015711__171354_172572_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AW22_RS14980_AMP_binding_NZ_CP009300__2645049_2646360_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BC342_RS19130_AMP_binding_NZ_CP016795__4388156_4389470_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AKO65_RS02235_AMP_binding_NZ_CP012329__452719_454051_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CNX65_RS17025_AMP_binding_NZ_CP023445__3979200_3980520_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS08305_AMP_binding_NZ_CP017708__2204408_2205704_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDC41_RS08760_AMP_binding_NZ_AP018255__2079717_2080977_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AQ610_RS28745_AMP_binding_NZ_CP013382__2268216_2269425_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CGZ69_RS27185_AMP_binding_NZ_CP022438__5883241_5884471_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KY5_RS02555_AMP_binding_NZ_CP022685__605660_606908_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CFN79_RS13900_AMP_binding_NZ_CP022344__2963530_2964748_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070610_RS26320_AMP_binding_NZ_LT607733__6139853_6141083_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
hmeg3_RS11690_AMP_binding_NZ_CP022736__2607820_2609059_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AAW51_RS21205_AMP_binding_NZ_CP011371__5044024_5045269_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDC39_RS15820_AMP_binding_NZ_AP018268__3441034_3442354_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A19Y_RS07090_AMP_binding_NZ_CM002803__1576862_1578182_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GKIL_RS08840_AMP_binding_NC_022600__1892107_1893412_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
XAUT_RS25950_AMP_binding_NC_009720__1158328_1159636_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
STAUR_RS00120_AMP_binding_NC_014623__33904_35227_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BSQ33_RS19115_AMP_binding_NZ_CP018836__805373_806690_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CMC5_RS00075_AMP_binding_NZ_CP012159__28125_29448_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN159_RS29110_AMP_binding_NC_020504__6578158_6579415_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
O3I_RS15230_AMP_binding_NC_018681__3367952_3369176_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070618_RS20745_AMP_binding_NZ_LT607413__4610180_4611473_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0070618_RS28010_AMP_binding_NZ_LT607413__6536010_6537327_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AWO_RS11840_AMP_binding_NC_016894__2693475_2694717_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BKN51_RS09845_AMP_binding_NZ_CP017780__2372819_2374073_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
KFLA_RS31470_AMP_binding_NC_013729__6786076_6787357_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CS059_RS07360_AMP_binding_NZ_CP024597__1640699_1641956_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BCERE0021_RS05990_AMP_binding_NZ_CM000732__1148025_1149330_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LS41612_RS16945_AMP_binding_NZ_CP019980__3416597_3417878_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BPMYX0001_RS21680_AMP_binding_NZ_CM000745__4245061_4246363_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CYFUS_RS17100_AMP_binding_NZ_CP022098__4155309_4156545_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SDEN_RS19435_AMP_binding_NC_007954__4499744_4500890_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BV401_RS10450_AMP_binding_NZ_CP019458__2681728_2683123_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS21375_AMP_binding_NZ_CP006003__5389474_5390707_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CLOCEL_RS15645_AMP_binding_NC_014393__3836242_3837475_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGLU_RS11670_AMP_binding_NC_012724.2_2532357_2533539_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFF78_RS15695_AMP_binding_NZ_CP017248__3825956_3827102_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
